id,title,original_title,overview,adult,original_language,popularity,release_date,vote_average,vote_count
1691987,Amogha,아모가,,False,ko,0.3962,2026-06-19,5.0,1
1691975,On the Board,손끝에 여름,,False,ko,0.1363,2026-06-19,0.0,0
1691974,Touch,손자국,,False,ko,0.0956,2026-06-19,0.0,0
1376838,A Sad and Beautiful World,نجوم الأمل و الألم,"In this sweeping love story that spans three decades of passion, heartbreak, and hope, Nino and Yasmina find themselves drawn together by a magnetic relationship. As they face an impossible choice between love and survival, they must decide if they want to build a family and chart a path to happiness in Lebanon, despite the tragedies ravaging the country.",False,ar,0.8836,2025-09-05,8.182,11
1552513,Andy Lau “TODAY…is the Day” Hong Kong Concert Tour 2024/25,刘德华《今天…is the Day》迴演唱會2024/2025 - 香港站,"This concert was professionally filmed for the Hong Kong show, as part of Andy Lau's most recent tour across 72 shows from 5th July 2024 to 10th January 2025",False,cn,0.6242,2026-06-18,0.0,0
1013822,The Dreamed Adventure,Das geträumte Abenteuer,"The story of a woman living in the border region between Bulgaria, Greece and Turkey, who agrees to partake in a special deal in order to help a friend. However, this will lead her into a dangerous situation, and she will have to confront her desires",False,bg,0.8098,2026-07-15,0.0,0
1555944,Pagdaong,Pagdaong,"The story follows Luna, a writer who is constantly questioned by a curious student named Jane about the meanings behind her poems. As Luna and Jane get to know each other, Jane gradually discovers that Luna’s poems are written for a woman named Ella.",False,tl,2.3981,2025-10-22,4.5,2
1568027,Checkout: The Movie,קופה ראשית: הסרט,The supermarket workers leave the sleepy supermarket in Yavneh for a crazy adventure in which they are accused of a serious crime in a plot that begins in a detention cell and countinues with an escape story of Shefa Isasschar in an attempt to save their good name.,False,he,3.9053,2026-06-17,7.0,2
1419076,Funky Freaky Freaks,충충충,"In a small city where redevelopment has stalled, three high school friends struggle with their own obsessions: Yong-gi, a self-styled ""attention seeker"" dreaming of becoming a superhero; Ji-sook, a ""pro-ana"" obsessed with losing her weight; and Dumbo, a ""netkama"" who scams money online by pretending to be a girl. Their fragile friendship unravels when Woo-joo, a charming transfer student and an influencer, shows up. Ji-sook falls for him instantly, while Yong-gi, who has been secretly in love with her, can only watch. But when Woo-joo's real self is revealed Ji-sook starts to collapse, Yong-gi's hidden feelings turn into a dangerous plan for revenge.",False,ko,0.4742,2026-06-17,0.0,0
1265948,The Guardian,납치 48시간,,False,ko,1.3708,2026-06-17,1.0,1
1457138,1780,1780,"A wounded Revolutionary War soldier takes shelter with a Pennsylvania trapper and his son. As British troops approach, they face choices about loyalty and survival in the wilderness.",False,en,1.0511,2026-06-17,0.0,0
